,t_count,d_count,tf,idf,tf_idf,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
floor,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
nielsen,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
u.s. credibility,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
arm deal,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
ali larijani,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
indictment,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
export restriction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
civilian,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
campaign talk,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
defense industry official,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
warship,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
munition,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
determination,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
white house job,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
leadership,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
pathway,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
alabama us senate,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
negotiator,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
investigation uncovers,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
sale friday,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
hundreds,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
fbi investigator,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
program trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
nader karimi joni,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
aids,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
capital gain tax,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
senate judiciary committee,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
prosecutors,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
magazine cover,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
counterpart,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
r-fla.,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
obamas term,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
depends,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
jong un sit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
trump view,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
retaliation trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
axios,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
plant closing plan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
southern border,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
maine,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
navarro,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
victoria university,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
u.s. state department,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
incentive package,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
hand,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
historic contrast,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
security purpose,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
maneuver,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
government ethic form,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
obama administration policy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
opinion,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
landowner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
security concern,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
parent company,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
immigration reform proposal,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
us trade,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
violence,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
ronald reagan playbook,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
island-building,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
surplus,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
election campaign promise,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
hole,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
stance,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
dozen attorney,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
hostility,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
remedy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
trade practice,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
investment mr. kushner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
veteran,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
experience,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
irans president,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
policy problem,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
republican match-up,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
status,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
transmission organization,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
trump campaign,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
turnout,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
destruction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
minority voter,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
timing,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
trustee,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
daca permit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
tie,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
gas leasing program,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
senator maggie hassan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
nikki haley,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
u.s. sanction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
motion,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
theory,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
oil company,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
executive,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
former president bill clinton,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
white house staff secretary rob porter,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
uncertainty,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
coal industry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
chiefofstaff,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
carl c. icahn,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
sit-down,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
asan institute,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
japan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
brother,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
influence,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
power source,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
automation plan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
family trust,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
commerce departments inspector general,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
thursday night,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
