concept,t_count,d_count,tf,idf,tf_idf,DSI-01,DSI-02,DSI-03,DSI-04,DSI-05,DSI-06,DSI-07,DSI-08,DSI-09,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56,DSI-57,DSI-58,DSI-59,DSI-60,DSI-61,DSI-62,DSI-63,DSI-64,DSI-65,DSI-66,DSI-67,DSI-68,DSI-69,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
military,29,20,0.003953107960741549,33.28047382874012,0.006574414249097344,,,,,,0.014492753623188406,,,0.007462686567164179,,0.0136986301369863,,0.0070921985815602835,,0.014705882352941176,0.00847457627118644,,,0.0058823529411764705,,0.0058823529411764705,,,,,,,,,,,,0.04938271604938271,,,,0.009259259259259259,0.02127659574468085,,0.011904761904761904,,,,,,,0.014925373134328358,,,,,,,0.01098901098901099,,,,0.008130081300813009,,,,,,,0.023255813953488372,0.012578616352201259,,,,,,,,0.03007518796992481,,,,,,0.015503875968992248,,,,,,,,,,,0.015151515151515152
nationalSecurity,10,5,0.0013631406761177754,17.33034253522586,0.002588379761707057,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,0.05357142857142857,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,0.03007518796992481,,,,,,,,,,,,,,,,,
naturalDisaster,57,11,0.007769901853871319,58.22513318363395,0.013870224838968171,,,,,,,,,,,,,,,,0.00847457627118644,0.005494505494505495,,0.011764705882352941,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,0.3296703296703297,,,0.0125,,,,,,,0.016129032258064516,,,0.022727272727272728,,0.27586206896551724,,,,,,,,,,,,,,,,0.017543859649122806,,,0.017543859649122806,,,
northSouthKorea,224,14,0.030534351145038253,126.29602970231596,0.04348541550512317,,0.028985507246376812,,,,,,,,,,,0.028368794326241134,,,,,,,,,,,,,,,,,,,,,,,,0.2962962962962962,0.7234042553191486,,,,0.4347826086956522,,,,,,0.6588235294117646,,,0.36000000000000004,,0.07272727272727272,,,,,,,,,0.2661870503597123,,,,0.5471698113207547,,,,,,0.005434782608695652,,,,,,,,0.8449612403100779,,,,0.14285714285714285,,0.02,,,,,
nuclear,13,5,0.001772082878953108,19.289383927546954,0.003389514464128442,,0.10144927536231883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,0.02158273381294964,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,0.02,,,,,
policy,103,44,0.014040348964013086,21.20995551259284,0.012197556594330203,0.018518518518518517,,0.02564102564102564,,,,0.045454545454545456,0.029850746268656716,0.022388059701492536,,0.0136986301369863,,,0.00909090909090909,,0.03389830508474576,0.027472527472527476,,0.03529411764705882,0.03225806451612903,0.011764705882352941,,,0.08860759493670886,,,,0.06349206349206349,,,,0.1276595744680851,0.012345679012345678,,0.012987012987012988,0.07142857142857142,0.018518518518518517,0.02127659574468085,,,,0.014492753623188406,0.010526315789473684,,0.04285714285714286,,0.04477611940298507,,0.024096385542168676,0.017241379310344827,0.02,0.015873015873015872,0.03636363636363636,,0.012987012987012988,,0.025,,,,,0.014388489208633094,,,,0.006289308176100629,,0.06818181818181818,,0.02040816326530612,0.01694915254237288,0.016304347826086956,,0.022556390977443608,,0.008130081300813009,0.017543859649122806,,,0.007751937984496124,0.03636363636363636,,,0.015873015873015872,,,,,0.08333333333333333,,
presidentDonaldTrump,925,90,0.1260905125408942,9.800005844487236,0.002736219566678115,0.014814814814814815,0.014492753623188408,0.010256410256410256,0.023076923076923078,0.03529411764705882,0.026086956521739132,0.010227272727272729,0.016417910447761194,0.0029850746268656717,0.01509433962264151,0.012328767123287671,0.009090909090909092,0.015602836879432626,0.024545454545454544,0.01323529411764706,0.01694915254237288,0.008241758241758242,0.00892857142857143,0.00823529411764706,0.016129032258064516,0.0058823529411764705,0.012403100775193798,0.022727272727272728,0.017721518987341773,0.021052631578947368,0.010344827586206896,0.00892857142857143,0.012698412698412698,0.005405405405405406,0.010810810810810811,0.001282051282051282,0.01276595744680851,0.0049382716049382715,0.06375,0.003896103896103896,0.0035714285714285713,0.005555555555555556,0.0031914893617021275,0.0024691358024691358,0.01904761904761905,0.01864406779661017,0.011594202898550725,0.0010526315789473684,0.015714285714285715,0.015714285714285715,0.014102564102564103,0.011940298507462687,0.020000000000000004,0.00783132530120482,0.0017241379310344827,0.026000000000000002,,0.02727272727272727,0.02197802197802198,0.007792207792207792,0.02448979591836735,0.03,0.014634146341463414,0.010526315789473684,0.0031746031746031746,0.016666666666666666,0.01942446043165468,0.009836065573770493,0.00967741935483871,0.03255813953488373,0.008176100628930818,0.002272727272727273,0.018181818181818184,0.01724137931034483,0.02448979591836735,0.03389830508474576,0.015760869565217394,0.02389937106918239,0.005263157894736842,0.029787234042553193,0.004878048780487806,0.005263157894736842,0.0038461538461538464,0.007407407407407408,0.003875968992248062,0.023636363636363636,0.006666666666666667,0.01791044776119403,0.007936507936507936,0.02456140350877193,0.012,0.020754716981132078,0.007017543859649123,0.0020833333333333333,0.013043478260869566,0.012121212121212123
presidentdonaldTrump,42,20,0.0057251908396946565,1.901049445343407,0.005269481755769109,,,,,0.0196078431372549,0.028985507246376812,0.011363636363636364,,,0.018867924528301886,0.0273972602739726,,0.028368794326241134,0.03636363636363636,,0.00847457627118644,0.005494505494505495,0.017857142857142856,,0.03225806451612903,,0.007751937984496124,0.02727272727272727,0.06329113924050633,,,0.017857142857142856,0.015873015873015872,,,,,,,,,,,,,,,,,0.014285714285714285,0.02564102564102564,,,,,,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
presidentialCampaign,95,49,0.012949836423118866,75.56926400334545,0.01510412159513978,0.018518518518518517,,0.01282051282051282,,,0.028985507246376812,,0.014925373134328358,0.014925373134328358,0.018867924528301886,0.0136986301369863,,0.0070921985815602835,0.013636363636363636,,0.025423728813559324,0.016483516483516484,0.017857142857142856,0.052941176470588235,,,0.023255813953488372,0.00909090909090909,,,0.034482758620689655,,0.015873015873015872,,0.04054054054054054,,,0.037037037037037035,,,,0.009259259259259259,0.010638297872340425,,,0.01694915254237288,0.014492753623188406,0.010526315789473684,,0.02857142857142857,0.02564102564102564,0.014925373134328358,0.023529411764705882,0.01807228915662651,0.017241379310344827,,,0.01818181818181818,,,,0.0125,0.032520325203252036,,,0.01282051282051282,0.014388489208633094,0.01639344262295082,,,,,,0.017241379310344827,,0.01694915254237288,0.005434782608695652,0.05031446540880503,0.007518796992481203,0.02127659574468085,,,,,,,,0.05970149253731343,0.015873015873015872,0.017543859649122806,,0.018867924528301886,,0.020833333333333332,0.043478260869565216,0.045454545454545456
presidentialElection,131,41,0.017857142857142877,29.690747572485883,0.01600119013356022,,,0.02564102564102564,,,,0.011363636363636364,,0.007462686567164179,,0.0136986301369863,0.01818181818181818,0.035460992907801414,0.03636363636363637,,,0.038461538461538464,,,,0.011764705882352941,0.07751937984496124,0.00909090909090909,,0.05263157894736842,0.017241379310344827,,,0.02702702702702703,,,0.06382978723404255,,0.0125,0.12987012987012989,,,0.031914893617021274,0.037037037037037035,0.011904761904761904,0.06779661016949153,0.014492753623188406,0.05263157894736842,0.04285714285714286,0.08571428571428572,,,,0.04216867469879518,,0.02,,,,,,0.025,0.008130081300813009,0.017543859649122806,,0.11538461538461538,,0.09836065573770493,0.016129032258064516,,,,0.022727272727272728,,,,0.005434782608695652,0.025157232704402517,,,,,,0.037037037037037035,,0.03636363636363636,0.03333333333333333,,,,,0.05660377358490566,,,,0.10606060606060606
racialProvocation,38,9,0.005179934569247546,39.157598005703385,0.009542244981925128,,,,,,,,,0.007462686567164179,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,0.014925373134328358,,,,,,,,,,,,0.2631578947368421,,,,,,0.3488372093023256,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,0.020833333333333332,,0.16666666666666663
religion,12,8,0.0016357688113413304,12.935138495864011,0.002927354546396697,0.07407407407407407,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,0.009259259259259259,,,,,,,0.014285714285714285,,,,,,,,,,,,,,0.008130081300813009,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
republican,179,39,0.02440021810250823,62.99547171387701,0.02123939052680286,0.001851851851851852,0.0014492753623188406,,0.047692307692307694,,,0.011363636363636364,0.0029850746268656717,0.0007462686567164179,0.0018867924528301887,,0.04181818181818182,,,0.0058823529411764705,0.0008474576271186442,0.01098901098901099,0.06071428571428571,,,0.0005882352941176471,0.002325581395348837,,,0.05526315789473684,,,,,,,,0.012345679012345678,,0.045454545454545456,,,,0.03580246913580247,0.002380952380952381,0.07627118644067797,,0.11789473684210527,,,0.01282051282051282,0.01791044776119403,,0.07891566265060242,,,,,,0.001298701298701299,,0.025,,0.019298245614035085,0.0015873015873015873,,,0.05901639344262295,,,0.006289308176100629,,,0.08620689655172414,0.008163265306122448,,0.010869565217391304,,0.0015037593984962407,,,,,,,0.021818181818181816,,0.03283582089552239,,,,0.0018867924528301887,,,0.0014492753623188406,0.11818181818181818
russiaElectionHacking,199,23,0.027126499454743824,151.99021543498836,0.04315300378852585,,0.028985507246376812,,,,0.043478260869565216,,,,,0.2465753424657534,,0.2836879432624114,0.00909090909090909,,0.00847457627118644,,,0.0058823529411764705,,,0.21705426356589153,0.02727272727272727,,,0.20689655172413798,,,,,,,,,,,,0.010638297872340425,,,0.01694915254237288,,,,0.11428571428571428,,,,,,,,,,,,,0.13008130081300814,,,0.3076923076923077,,,,,,,,,0.02040816326530612,,0.010869565217391304,0.18238993710691823,,0.02127659574468085,0.04065040650406504,,0.019230769230769232,,,0.07272727272727272,,0.25373134328358204,,,,,,,,
russiaelectionHacking,13,5,0.001772082878953108,7.058014318900731,0.0028041694133545923,,,,,,,,,,,0.0410958904109589,,0.042553191489361694,,,,,,,,,0.015503875968992248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007194244604316547,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
secretary,23,6,0.0031352235550708833,9.896915857495292,0.004756111402119739,,,,,,,,0.014925373134328358,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,0.0975609756097561,,,0.07407407407407407,,,0.06666666666666667,,,,,,,,,
southAmericanNations,11,5,0.0014994547437295529,13.412259750583674,0.0028554246625141855,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,0.007194244604316547,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,
supremeCourt,77,16,0.01049618320610687,43.138471620205024,0.01460076892591998,,,0.01282051282051282,,,,,,0.007462686567164179,0.2641509433962264,,,,0.004545454545454545,,,,,,0.06451612903225806,,,,,,,,0.015873015873015872,,0.013513513513513514,,,,0.0875,,,,,0.08641975308641975,,,,,0.2285714285714286,0.014285714285714285,0.07692307692307691,,,,,,,,,0.14285714285714288,,,,,,,,,,,,,,,,,,0.01886792452830189,,,0.008130081300813009,,,,,0.03636363636363636,,,,,,,,,,
supremeCourtJudge,84,14,0.011450381679389313,73.50829823783818,0.0186806616463902,,,0.01282051282051282,,,,,,,0.22641509433962262,,,,,,0.00847457627118644,,,,,,,,,,0.017241379310344827,,,,,,,,0.15,,,,,0.37037037037037035,,,,0.010526315789473684,0.17142857142857146,0.014285714285714285,0.01282051282051282,,,,,,,,,0.07792207792207793,,,,0.05263157894736842,,,,,0.03225806451612903,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
taxes,147,27,0.020038167938931352,125.26320209583396,0.033167451111039054,,0.014492753623188406,0.038461538461538464,0.49230769230769234,,0.057971014492753624,0.022727272727272728,,0.1641791044776119,,,0.01818181818181818,,0.022727272727272728,0.10294117647058824,,,,,,,,,,0.05263157894736842,,,,,0.02702702702702703,,0.1276595744680851,0.04938271604938271,,,0.10714285714285714,,,,0.023809523809523808,,,,,0.02857142857142857,,,,0.024096385542168676,,,,,,,,,,0.017543859649122806,0.4444444444444444,0.01282051282051282,,,,,,,0.022727272727272728,0.034482758620689655,,0.01694915254237288,0.005434782608695652,,,,0.024390243902439025,,,,,,,,,,,,,,0.043478260869565216,0.06060606060606061
technology,26,12,0.003544165757906216,36.44363520371713,0.006094583723729457,,,,,0.0392156862745098,,,,,,,,0.014184397163120567,,,0.03389830508474576,,,,,0.011764705882352941,0.007751937984496124,,,,,,,0.16216216216216217,,,,,,,,0.009259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012578616352201259,,,,,,0.005434782608695652,,,,0.024390243902439025,,0.019230769230769232,,,,,,0.015873015873015872,,,,,,,
trade,290,41,0.0395310796074154,198.94727916582843,0.05770177807827509,,0.014492753623188406,0.0641025641025641,,0.0196078431372549,,0.24999999999999992,0.14925373134328357,,,0.0136986301369863,,0.014184397163120567,,0.044117647058823525,0.07627118644067797,0.016483516483516484,,,0.016129032258064516,0.0058823529411764705,,,,,,,,,,0.35897435897435914,0.02127659574468085,0.012345679012345678,,,,0.2592592592592591,0.010638297872340425,,0.03571428571428571,,0.08695652173913043,,,0.014285714285714285,0.01282051282051282,0.014925373134328358,0.023529411764705882,,0.15517241379310348,0.02,,0.01818181818181818,,,0.04081632653061224,,0.016260162601626018,0.03508771929824561,,,0.02158273381294964,,,,0.012578616352201259,,0.022727272727272728,,,,0.4239130434782612,,0.03007518796992481,,0.016260162601626018,,,0.4444444444444444,0.023255813953488372,,0.4666666666666666,,0.5079365079365079,,0.04,,,,,0.015151515151515152
trait,27,15,0.0036804798255179933,12.45801724114435,0.005094923659817849,,,,,,,0.011363636363636364,,0.007462686567164179,,,,0.02127659574468085,,,,,,,,0.0058823529411764705,,,,,,,,,,,0.0425531914893617,,,0.012987012987012988,,,,,,,0.014492753623188406,,,,,,0.011764705882352941,,,,,0.07272727272727272,0.01098901098901099,,,,0.008130081300813009,,,,0.007194244604316547,,,0.023255813953488372,,,,,,0.11864406779661017,,,,,,,,,,0.01818181818181818,,,,,,,,,,
travelBan,56,11,0.007633587786259542,28.04017174936401,0.011468858907586008,0.018518518518518517,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,0.17857142857142855,0.015873015873015872,,,,,,0.125,,,,,,,,,,0.14285714285714285,0.02857142857142857,0.01282051282051282,,,,,,,,,0.18181818181818185,,,,,,,,,,,,0.03409090909090909,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
trumpAdministration,343,69,0.046755725190839655,124.08241117585948,0.049289775564431766,0.001851851851851852,0.028985507246376812,0.038461538461538464,0.03076923076923077,0.0392156862745098,0.014492753623188406,0.011363636363636364,,0.014925373134328358,0.03962264150943396,,0.021818181818181816,0.0070921985815602835,0.056363636363636366,,0.00847457627118644,0.016483516483516484,0.055357142857142855,,0.035483870967741936,0.0005882352941176471,0.031007751937984496,0.01818181818181818,0.0759493670886076,0.07894736842105263,,,0.031746031746031744,0.05405405405405406,0.02702702702702703,0.08974358974358973,,0.037037037037037035,0.037500000000000006,0.03896103896103896,0.03571428571428571,0.01111111111111111,,,0.0369047619047619,,0.014492753623188406,0.010526315789473684,0.02857142857142857,0.04285714285714286,0.029487179487179487,0.029850746268656716,0.058823529411764705,0.006626506024096386,,0.04,0.0015873015873015873,,0.08791208791208792,0.05324675324675325,,0.05,0.13008130081300814,,,,0.014388489208633094,,0.24193548387096764,0.09302325581395349,0.10251572327044024,0.04772727272727273,0.022727272727272728,0.017241379310344827,0.04081632653061224,0.06779661016949153,0.1418478260869565,0.05660377358490566,0.08421052631578947,0.12978723404255318,0.13008130081300814,0.14210526315789473,0.057692307692307696,,0.0007751937984496124,0.41818181818181827,,,,0.17543859649122806,0.022,0.11320754716981131,0.07192982456140351,0.06666666666666667,,0.015151515151515152
trumpBusiness,53,14,0.007224645583424209,26.62519840139319,0.01153950502145274,0.018518518518518517,,0.01282051282051282,,,0.2898550724637681,,0.014925373134328358,,,,,,0.07727272727272727,,,0.005494505494505495,,,,,,,,,,,,,0.013513513513513514,,,,,,,,,,0.05952380952380952,,,,,,,,0.011764705882352941,,,,,,,,,,0.008130081300813009,,0.015873015873015872,,0.007194244604316547,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,0.018867924528301886,,,,
trumpCommunication,55,26,0.007497273718647764,23.56924699606404,0.009836185472303834,,0.043478260869565216,,,0.0196078431372549,,,,,,,,0.014184397163120567,0.004545454545454545,,,0.005494505494505495,,0.0058823529411764705,,,,0.01818181818181818,,,,,,0.08108108108108109,,,,,0.0625,,,,0.010638297872340425,,,,0.028985507246376812,,,,,0.029850746268656716,0.047058823529411764,,,0.04,,,,,,0.0125,0.008130081300813009,,,0.02564102564102564,0.043165467625899276,,,0.046511627906976744,0.006289308176100629,,,,,0.05084745762711865,,0.012578616352201259,,0.0425531914893617,,,,,0.015503875968992248,,,,,0.03508771929824561,,,,,0.014492753623188406,
trumpOpposition,41,10,0.005588876772082879,37.733669815079644,0.009517516175347882,,,,,,,,,,0.018867924528301886,,,,,0.014705882352941176,,0.12087912087912082,,,,0.0058823529411764705,,,,,,,,,,,,,,0.1038961038961039,,,0.010638297872340425,0.024691358024691357,,,,0.031578947368421054,,,,,,,,,,,,,,,,,,,,0.01639344262295082,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
unitedStates,387,75,0.052753544165757914,43.81649772430128,0.03348101585520207,0.001851851851851852,0.013043478260869566,0.02692307692307692,,0.0392156862745098,0.015942028985507246,0.014772727272727272,0.019402985074626865,0.04552238805970149,,0.0684931506849315,,0.014184397163120567,0.042727272727272725,0.03088235294117647,0.017796610169491526,0.23131868131868136,0.0017857142857142857,0.04764705882352941,0.0016129032258064516,0.019411764705882354,0.0015503875968992248,0.01909090909090909,0.012658227848101266,0.002631578947368421,0.05172413793103448,0.15178571428571427,0.03333333333333333,,0.12432432432432433,0.03205128205128205,0.02127659574468085,0.037037037037037035,0.01625,0.025974025974025976,0.07142857142857142,0.009259259259259259,0.054255319148936165,,0.023809523809523808,0.023728813559322035,0.0014492753623188406,0.05263157894736842,0.04285714285714286,0.08714285714285715,0.038461538461538464,0.016417910447761194,0.02823529411764706,0.018674698795180723,0.008620689655172415,,0.0365079365079365,0.034545454545454546,0.23076923076923078,0.027272727272727275,0.04285714285714285,,0.00894308943089431,0.019298245614035085,0.01746031746031746,0.02564102564102564,0.016546762589928057,0.018032786885245903,,0.02558139534883721,0.02578616352201258,0.025,,0.05344827586206897,,0.0016949152542372883,0.0010869565217391304,0.013207547169811321,0.018796992481203006,,0.032520325203252036,0.03508771929824561,,,0.02248062015503876,0.01818181818181818,,,0.0015873015873015873,0.02456140350877193,0.024,,0.15789473684210525,0.041666666666666664,0.0014492753623188406,0.045454545454545456
usPolitician,134,40,0.01826608505997822,86.19835814336739,0.029034770812821974,0.018518518518518517,,0.01282051282051282,,0.0196078431372549,0.043478260869565216,,,,0.018867924528301886,0.0136986301369863,,0.014184397163120567,0.004545454545454545,0.014705882352941176,,0.06593406593406594,,,,0.011764705882352941,0.07751937984496124,,,,,,,0.02702702702702703,0.013513513513513514,,,0.04938271604938271,,0.05194805194805195,,,0.1595744680851064,0.08641975308641975,,,,0.06315789473684211,,,,0.014925373134328358,0.011764705882352941,0.01807228915662651,,,,0.03636363636363636,0.02197802197802198,,,0.037500000000000006,0.05691056910569106,,,,,0.03278688524590164,0.12903225806451613,,0.012578616352201259,,,0.017241379310344827,0.02040816326530612,0.01694915254237288,0.005434782608695652,0.01886792452830189,,,0.06504065040650407,0.05263157894736842,0.09615384615384616,,0.023255813953488372,,,,,0.03508771929824561,,,0.017543859649122806,,,
violentCrime,26,13,0.003544165757906216,16.33034253522586,0.005278170155541536,0.07407407407407407,0.014492753623188406,0.01282051282051282,,,,,,,,,,,,,0.00847457627118644,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,0.01818181818181818,,0.012987012987012988,,0.0125,,0.19298245614035087,,,0.007194244604316547,,,,,0.011363636363636364,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
