,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-01,DSI-02,DSI-03,DSI-04,DSI-05,DSI-06,DSI-07,DSI-08,DSI-09,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56,DSI-57,DSI-58,DSI-59,DSI-60,DSI-61,DSI-62,DSI-63,DSI-64,DSI-65,DSI-66,DSI-67,DSI-68,DSI-69,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
worker,22,jobs,14,0.0029989094874591058,0.8129133566428556,0.0024378535777184874,1.0,,,0.038461538461538464,,,,,,,,,,,0.004545454545454545,,0.00847457627118644,,,,,,,,0.012658227848101266,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,0.06349206349206349,,0.01098901098901099,,,,,0.017543859649122806,0.047619047619047616,,,,,,,0.011363636363636364,,0.017241379310344827,,,,,0.007518796992481203,0.02127659574468085,,,,,,,,,,,,,,,0.028985507246376812,
robertMueller,22,fbi,4,0.0029989094874591058,1.3569814009931311,0.00406946439774385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10569105691056911,,,0.01282051282051282,,,,,,,,,,,,0.031446540880503145,,,,,,,,,,0.04477611940298507,,,,,,,,
new york,22,unitedStates,14,0.0029989094874591058,0.8129133566428556,0.0024378535777184874,1.0,,,,,,,,,0.007462686567164179,,0.0136986301369863,,,0.013636363636363636,0.014705882352941176,,0.03296703296703297,,0.0058823529411764705,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,0.006024096385542169,,,,,,,,,0.008130081300813009,,,0.01282051282051282,,,,,0.006289308176100629,,,,,,,,,,0.016260162601626018,,,,,,,,,0.017543859649122806,,,,,,
iran,21,middleEasternNations,7,0.0028625954198473282,1.1139433523068367,0.0031887691382829295,1.0,,,,,,,,,,,,,,,,0.00847457627118644,,,,,,,,,,,0.017857142857142856,,,,,,,0.0125,,,,,,,,,,,,,,,,,0.06,,,,0.012987012987012988,,,,,,,0.04316546762589928,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,
twitter,21,communication,16,0.0028625954198473282,0.7549214096651689,0.002161034569652201,1.0,,0.028985507246376812,,,,0.014492753623188406,0.011363636363636364,,,,,,0.014184397163120567,,0.014705882352941176,,,0.017857142857142856,,,,0.007751937984496124,0.01818181818181818,,,,,,,,,,,0.0125,0.025974025974025976,,,,,,,0.014492753623188406,,,,,,0.011764705882352941,,,,,,,,,,,,,,0.007194244604316547,,,,,,,,,,,,,0.02127659574468085,,,,,,,,0.029850746268656716,,,0.02,,,,,
rex tillerson,21,usPolitician,5,0.0028625954198473282,1.2600713879850747,0.0036070745839267403,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595744680851064,,,,,,,,,,0.011764705882352941,,,,,,,,,,,,,,,,,,0.012578616352201259,,,,,,,,,,0.008130081300813009,,,,0.015503875968992248,,,,,,,,,,,
tax,21,taxes,8,0.0028625954198473282,1.05595140532915,0.0030227616564765746,1.0,,,,0.015384615384615385,,,0.022727272727272728,,0.04477611940298507,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,0.06382978723404255,0.024691358024691357,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,0.07936507936507936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanction,21,trade,13,0.0028625954198473282,0.8450980400142568,0.0024191737786667658,1.0,,,,,,,,,,,0.0136986301369863,,0.014184397163120567,,,,,,,,,,,,,,,,,,,,,,,,,0.010638297872340425,,,,0.043478260869565216,,,0.014285714285714285,,0.014925373134328358,,,,0.02,,,,,,,0.016260162601626018,,,,,,,,0.012578616352201259,,,,,,,,,,0.016260162601626018,,,,0.015503875968992248,,,,0.015873015873015872,,0.04,,,,,
tariff,20,trade,8,0.0027262813522355507,1.05595140532915,0.0028788206252157856,1.0,,,0.01282051282051282,,,,0.03409090909090909,0.029850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009259259259259259,,,0.011904761904761904,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,0.05434782608695652,,,,,,,,,,,,0.015873015873015872,,,,,,,
tweet,20,trumpCommunication,12,0.0027262813522355507,0.8798601462734688,0.002398746309360602,1.0,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,0.0375,,,,,,,,0.014492753623188406,,,,,,0.03529411764705882,,,,,,,,,,,,,0.02564102564102564,,,,0.023255813953488372,0.006289308176100629,,,,,0.01694915254237288,,,,,,,,,0.007751937984496124,,,,,0.017543859649122806,,,,,0.014492753623188406,
aide,20,trumpAdministration,9,0.0027262813522355507,1.0047988828817687,0.002739364457147679,1.0,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,0.011764705882352941,,,,,,0.03296703296703297,,,,,,,,,,,,0.006289308176100629,,,,,,0.03804347826086957,,,0.06382978723404255,,,,,,0.01818181818181818,,,,0.017543859649122806,,,,,,
ban,19,travelBan,7,0.002589967284623773,1.1139433523068367,0.002885076839398841,1.0,0.018518518518518517,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,0.1,,,,,,,,,,0.014285714285714285,,,,,,,,,,,0.06493506493506493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
homeland security,19,borderSecurity,7,0.002589967284623773,1.1139433523068367,0.002885076839398841,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17857142857142858,,,0.02702702702702703,,,0.012345679012345678,0.025,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,0.011363636363636364,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,,
weapon,19,arms,10,0.002589967284623773,0.9590413923210935,0.0024838858307116656,1.0,,0.014492753623188406,,,,,,,,,,,,,,0.00847457627118644,,,,,,,,0.012658227848101266,,,,,,,,,0.012345679012345678,,,,,0.010638297872340425,0.012345679012345678,,,,,,,,,0.011764705882352941,,,,,,,,,,,,,,0.014388489208633094,,,,0.03773584905660377,,,,,,,,,,,,,,0.031007751937984496,,,,,,,,,,,
voter,18,presidentialElection,9,0.0024536532170119957,1.0047988828817687,0.002465428011432911,1.0,,,0.01282051282051282,,,,,,,,,,,,,,0.005494505494505495,,,,,0.007751937984496124,,,,,,,,,,,,,0.012987012987012988,,,,,,0.03389830508474576,,,,,,,,0.030120481927710843,,,,,,,,0.0125,,,,,,0.04918032786885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456
fbi,17,fbi,7,0.002317339149400218,1.1139433523068367,0.0025813845405147527,1.0,,,,,,,,,,,0.0136986301369863,,,,,,,,,,,,,,,0.034482758620689655,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,0.056910569105691054,0.017543859649122806,,,,,,,,,,,,,,0.025157232704402517,,,,,,,,,,0.014925373134328358,,,,,,,,
texas,17,unitedStates,8,0.002317339149400218,1.05595140532915,0.002446997531433418,1.0,,,,,,,,,,,,,,,,,0.005494505494505495,,0.011764705882352941,,,,,,,,,,,0.06756756756756757,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,0.054945054945054944,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,0.017543859649122806,,,,,,,,,,,,0.020833333333333332,,
foundation,17,trumpBusiness,3,0.002317339149400218,1.481920137601431,0.0034341115511483545,1.0,,,,,,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,0.007194244604316547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california,17,unitedStates,11,0.002317339149400218,0.9176487071628686,0.0021265032745050117,1.0,,,,,,,,0.014925373134328358,,,,,,,0.014705882352941176,,0.027472527472527472,,,,,,,,,,,,,0.02702702702702703,0.01282051282051282,,,,,,,,,,,,,0.014285714285714285,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,0.011363636363636364,,,,,,,,,,0.017543859649122806,,,,,,,,,,,0.03508771929824561,,,0.015151515151515152
justice,17,supremeCourtJudge,7,0.002317339149400218,1.1139433523068367,0.0025813845405147527,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,0.024691358024691357,,,,,0.1,,0.01282051282051282,,,,,,,,,0.025974025974025976,,,,0.05263157894736842,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
border wall,16,borderWall,6,0.0021810250817884407,1.18089014193745,0.0025755510184022903,1.0,,,,,,,,,,,,,,,0.07352941176470588,,,0.03571428571428571,,,,,,,,,,,,,,,0.024691358024691357,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,0.08333333333333333,,
import,16,trade,6,0.0021810250817884407,1.18089014193745,0.0025755510184022903,1.0,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02717391304347826,,,,,,,0.1111111111111111,,,0.13333333333333333,,0.015873015873015872,,,,,,,
city,16,unitedStates,6,0.0021810250817884407,1.18089014193745,0.0025755510184022903,1.0,,,,,,,,,0.014925373134328358,,,,,,,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,0.02197802197802198,,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
security,16,borderSecurity,10,0.0021810250817884407,0.9590413923210935,0.002091693331125613,1.0,,,0.01282051282051282,,,,,,,,,,,,,0.00847457627118644,0.005494505494505495,,,,,,,,,,0.03571428571428571,,,,,,0.024691358024691357,0.0125,,,,,,,,,,0.02857142857142857,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,0.007518796992481203,,,,,,,,,,,,,,,,,
intelligenceAgency,16,russiaElectionHacking,6,0.0021810250817884407,1.18089014193745,0.0025755510184022903,1.0,,,,,,,,,,,0.0136986301369863,,0.04964539007092199,,,,,,,,,0.03875968992248062,0.00909090909090909,,,0.017241379310344827,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reporter,15,media,11,0.002044711014176663,0.9176487071628686,0.001876326418680893,1.0,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03225806451612903,,0.006289308176100629,,,,0.04081632653061224,0.03389830508474576,,0.006289308176100629,,0.02127659574468085,,,,,,,,0.014925373134328358,,,,,0.017543859649122806,,,
executive order,15,presidentdonaldTrump,8,0.002044711014176663,1.05595140532915,0.002159115468911839,1.0,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,0.06329113924050633,,,0.017857142857142856,0.015873015873015872,,,,,,,,,,,,,,,,,0.014285714285714285,0.02564102564102564,,,,,,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
confidence,15,trait,9,0.002044711014176663,1.0047988828817687,0.0020545233428607593,1.0,,,,,,,0.011363636363636364,,,,,,0.02127659574468085,,,,,,,,0.0058823529411764705,,,,,,,,,,,0.0425531914893617,,,0.012987012987012988,,,,,,,0.014492753623188406,,,,,,0.011764705882352941,,,,,0.07272727272727272,,,,,0.008130081300813009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
news,15,media,7,0.002044711014176663,1.1139433523068367,0.0022776922416306643,0.1,,,,,,,,,,,,,0.0007092198581560284,,,,,,,,,0.0007751937984496124,0.008181818181818182,,,0.0017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012500000000000002,,,,,,,,,,,,,,,,,,,0.0008130081300813009,,,,,,,,,,,,0.0017543859649122807,,,
ron johnson,15,healthcare,1,0.002044711014176663,1.9590413923210936,0.004005673512106926,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesComey,15,fbi,5,0.002044711014176663,1.2600713879850747,0.002576481845661958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,,0.008130081300813009,,,0.01282051282051282,,,,,,,,,,,,0.06918238993710692,,,,,,,,,,0.014925373134328358,,,,,,,,
mitch mcconnell,15,usPolitician,7,0.002044711014176663,1.1139433523068367,0.0022776922416306643,1.0,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,0.013513513513513514,,,,,,,,,0.037037037037037035,,,,0.042105263157894736,,,,,,0.012048192771084338,,,,,,,,0.025,,,,,,0.03278688524590164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beijing,15,china,7,0.002044711014176663,1.1139433523068367,0.0022776922416306643,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,0.05319148936170213,,,,0.07246376811594203,,,,,,,,,,,,,,,,,,,,0.007194244604316547,,,,,,,,,,,,,,,,,0.037037037037037035,,,0.03333333333333333,,0.015873015873015872,,,,,,,
climate change,15,climateChange,10,0.002044711014176663,0.9590413923210935,0.0019609624979302622,1.0,,,,,0.0196078431372549,,,,,,,,,,,0.00847457627118644,0.005494505494505495,,,0.016129032258064516,0.01764705882352941,,,0.02531645569620253,,,,0.031746031746031744,,,,,0.012345679012345678,,,,,,,,0.03389830508474576,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplomat,14,foreignPolicy,6,0.0019083969465648854,1.18089014193745,0.0022536071411020037,1.0,,,,,,,,,,,0.0684931506849315,,,,,,,,,,,,,,,0.08620689655172414,,,,,,,,,,,,,,,,,,,,,,0.011764705882352941,,,,,,,,0.02040816326530612,,,,,,,,,,0.006289308176100629,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
reince priebus,14,usPolitician,2,0.0019083969465648854,1.6580113966571124,0.0031641438867502144,1.0,,,,,,,,,,,,,,,,,,,,,,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,
usEnvironmentalProtectionAgency,14,environmentalPolicy,6,0.0019083969465648854,1.18089014193745,0.0022536071411020037,1.0,,,,,,,,,,,,,,,,,0.005494505494505495,,0.011764705882352941,0.08064516129032258,,,,0.012658227848101266,,,,0.031746031746031744,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energy,14,energy,8,0.0019083969465648854,1.05595140532915,0.0020151744376510497,1.0,,,,,,,,,0.014925373134328358,,,,,,,0.00847457627118644,,,0.0058823529411764705,0.04838709677419355,0.01764705882352941,,,0.02531645569620253,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,
paul ryan,14,government,5,0.0019083969465648854,1.2600713879850747,0.0024047163892844934,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013513513513513514,,,,,0.1038961038961039,,,,,,,,0.021052631578947368,,,,,,,,,,,,,,,,,,,,0.03278688524590164,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
health care,13,healthcare,4,0.001772082878953108,1.3569814009931311,0.0024046835077577294,1.0,,,,,,,,,,,,,,,,,0.005494505494505495,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,0.03389830508474576,,,,,,,,0.04216867469879518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vladimir putin,13,russiaElectionHacking,5,0.001772082878953108,1.2600713879850747,0.00223295093290703,1.0,,0.014492753623188406,,,,,,,,,0.0684931506849315,,0.014184397163120567,,,,,,,,,0.023255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016260162601626018,,,,,,,,,,,,,,,
paris agreement,13,climateChange,5,0.001772082878953108,1.2600713879850747,0.00223295093290703,1.0,,,,,,,,,,,,,,,,0.00847457627118644,,,0.0058823529411764705,0.03225806451612903,0.029411764705882353,,,,,,,,,,,,,,,,,,,,0.06779661016949153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
press,13,media,6,0.001772082878953108,1.18089014193745,0.0020926352024518606,0.1,,,,,,,,,,,,,,,,,,,,,,0.0015503875968992248,0.005454545454545455,,,,,,,,,,,,,,,,0.0012345679012345679,,,,,,,,,,,,,,,,,,0.0025000000000000005,,,,0.001282051282051282,,,0.0016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,
economist,13,economy,8,0.001772082878953108,1.05595140532915,0.0018712334063902606,1.0,,,,,,,0.022727272727272728,0.014925373134328358,,,,,,,,,,,0.0058823529411764705,,,,,,,0.017241379310344827,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,0.06818181818181818,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,
judge,13,supremeCourt,5,0.001772082878953108,1.2600713879850747,0.00223295093290703,1.0,,,0.01282051282051282,,,,,,,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,0.02857142857142857,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
budget,12,budget,4,0.0016357688113413304,1.3569814009931311,0.0022197078533148272,1.0,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
wilburRoss,12,secretary,3,0.0016357688113413304,1.481920137601431,0.0024240787419870734,1.0,,,,,,,,,0.007462686567164179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,0.07317073170731707,,,,,,,,,,,,,,,
allegation,12,controversy,8,0.0016357688113413304,1.05595140532915,0.0017272923751294712,2.0,,,,,,0.028985507246376812,,,,,0.0273972602739726,,0.028368794326241134,,,,,,,,,0.015503875968992248,0.01818181818181818,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,0.1509433962264151,,,,
missile,12,northSouthKorea,6,0.0016357688113413304,1.18089014193745,0.0019316632638017176,1.0,,0.028985507246376812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031914893617021274,,,,,,,,,,,,,,,,,,,,,,,,0.007194244604316547,,,,0.012578616352201259,,,,,,,,,,,,,,0.023255813953488372,,,,,,0.02,,,,,
clinton,12,hillaryClinton,4,0.0016357688113413304,1.3569814009931311,0.0022197078533148272,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,0.018867924528301886,,,,,,,,,,,,,,,,,,
administration official,12,trumpAdministration,6,0.0016357688113413304,1.18089014193745,0.0019316632638017176,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,0.008130081300813009,,,,,,,,0.006289308176100629,,,,,,0.021739130434782608,,0.03007518796992481,,,0.017543859649122806,,,,,,,,,,,,,,
infrastructure,12,americanBusiness,3,0.0016357688113413304,1.481920137601431,0.0024240787419870734,1.0,,,0.01282051282051282,,,,,,0.07462686567164178,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supreme court,12,supremeCourtJudge,7,0.0016357688113413304,1.1139433523068367,0.0018221537933045312,1.0,,,,,,,,,,0.07547169811320754,,,,,,0.00847457627118644,,,,,,,,,,,,,,,,,,0.0125,,,,,0.012345679012345678,,,,0.010526315789473684,0.02857142857142857,,,,,,,,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xi jinping,11,china,3,0.0014994547437295529,1.481920137601431,0.0022220721801548176,1.0,,,,,,,,,,,,,,,,,,,,,0.01764705882352941,,,,,,,,,,,,,,,,,,,,,0.07246376811594203,,,,,,0.03529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,11,energy,6,0.0014994547437295529,1.18089014193745,0.0017706913251515745,1.0,,,0.01282051282051282,,,,,,,,,,,,,,,,0.03529411764705882,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,0.017543859649122806,,,
deficit,11,trade,6,0.0014994547437295529,1.18089014193745,0.0017706913251515745,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,0.012345679012345678,,,,,,,0.011904761904761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07407407407407407,,,0.06666666666666667,,0.06349206349206349,,,,,,,
anthony scaramucci,11,americanBusiness,1,0.0014994547437295529,1.9590413923210936,0.002937493908878412,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1774193548387097,,,,,,,,,,,,,,,,,,,,,,,,,,,
violence,11,violentCrime,4,0.0014994547437295529,1.3569814009931311,0.002034732198871925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,0.14035087719298245,,,,,,,,0.011363636363636364,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
japan,11,asianNations,5,0.0014994547437295529,1.2600713879850747,0.0018894200201521022,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,,,0.009259259259259259,,,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,0.012578616352201259,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,
tax reform,11,taxes,6,0.0014994547437295529,1.18089014193745,0.0017706913251515745,1.0,,,,0.046153846153846156,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,,,,,0.014285714285714285,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,
citizen,11,immigration,9,0.0014994547437295529,1.0047988828817687,0.0015066504514312234,1.0,0.018518518518518517,,,,,,,,0.007462686567164179,,,,,,,,0.005494505494505495,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,0.029850746268656716,,,,,,,,,,,,0.017543859649122806,0.015873015873015872,,,,0.016129032258064516,,,,,,,,,,,,0.008130081300813009,,,,,,,,,,,,,,,
opposition,11,trumpOpposition,7,0.0014994547437295529,1.1139433523068367,0.001670307643862487,1.0,,,,,,,,,,0.018867924528301886,,,,,0.014705882352941176,,0.016483516483516484,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,0.010638297872340425,0.012345679012345678,,,,0.031578947368421054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haiti,11,centralAmericanNations,3,0.0014994547437295529,1.481920137601431,0.0022220721801548176,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06818181818181818,,,,,,,,,,,,,,,,,,0.07017543859649122,,,,,,0.015151515151515152
refugee,11,controversy,5,0.0014994547437295529,1.2600713879850747,0.0018894200201521022,1.0,0.018518518518518517,,,,,,,,,,,,,,,,0.005494505494505495,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,0.01282051282051282,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpp,10,trade,6,0.0013631406761177754,1.18089014193745,0.0016097193865014312,1.0,,,0.01282051282051282,,,,,0.014925373134328358,,,,,,,,0.0423728813559322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007194244604316547,,,,,,,,,,0.005434782608695652,,,,,,,,,,,,0.015873015873015872,,,,,,,
russian,10,europeanNation,6,0.0013631406761177754,1.18089014193745,0.0016097193865014312,1.0,,,,,,,,,,,0.0273972602739726,,0.0070921985815602835,,,,,,,,,0.015503875968992248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016260162601626018,,,0.02564102564102564,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
hillary clinton,10,hillaryClinton,9,0.0013631406761177754,1.0047988828817687,0.0013696822285738394,1.0,,,,,,,,,0.007462686567164179,,0.0136986301369863,,,,,0.00847457627118644,0.005494505494505495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016260162601626018,,,0.01282051282051282,,0.01639344262295082,,,,,,,,0.01694915254237288,,0.006289308176100629,,,,,,,,,,,,,,,,,,
